gene	pUC57_rep1
ENSG00000136327.6	11
ENSG00000136352.13	5
ENSG00000136367.12	23
ENSG00000136371.5	220
ENSG00000136371.5--ENSG00000259332.2	284
ENSG00000136378.10	19
ENSG00000136379.7	37
ENSG00000136381.8	3700
ENSG00000136383.6	360
ENSG00000136425.8	189
ENSG00000136436.10	1393
ENSG00000136444.5	433
ENSG00000136448.7	5974
ENSG00000136450.8	12109
ENSG00000136451.4	2388
ENSG00000136463.7	595
ENSG00000136478.3	1397
ENSG00000136485.10	3294
ENSG00000136490.4	618
ENSG00000136492.4	1569
ENSG00000136504.7	1897
ENSG00000136504.7--ENSG00000232842.2	4
ENSG00000136518.12	3140
ENSG00000136521.8	2429
ENSG00000136521.8--ENSG00000213165.2	52
ENSG00000136522.9	2241
ENSG00000136527.13	8296
ENSG00000136531.9	8
ENSG00000136536.10	5288
ENSG00000136541.10	6
ENSG00000136542.4	904
ENSG00000136546.9	20
ENSG00000136560.9	2237
ENSG00000136574.13	1880
ENSG00000136603.9	3394
ENSG00000136628.13	11803
ENSG00000136630.11	9
ENSG00000136631.8	848
ENSG00000136634.5	1
ENSG00000136636.8	5534
ENSG00000136643.7	1453
ENSG00000136653.15	142
ENSG00000136682.10	871
ENSG00000136682.10--ENSG00000172785.14	390
ENSG00000136682.10--ENSG00000172785.14--ENSG00000204790.8	15
ENSG00000136682.10--ENSG00000172785.14--ENSG00000204790.8--ENSG00000147996.12--ENSG00000196873.11	134
ENSG00000136682.10--ENSG00000172785.14--ENSG00000204790.8--ENSG00000196873.11	4
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000147996.12	8
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000147996.12--ENSG00000196873.11	5
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000204778.4--ENSG00000147996.12	66
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000204778.4--ENSG00000147996.12--ENSG00000196873.11	43
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000204790.8--ENSG00000147996.12	3
ENSG00000136682.10--ENSG00000172785.14--ENSG00000215126.6--ENSG00000204790.8--ENSG00000204778.4--ENSG00000147996.12--ENSG00000196873.11	53
ENSG00000136682.10--ENSG00000196873.11	1
ENSG00000136682.10--ENSG00000204790.8	4
ENSG00000136682.10--ENSG00000204790.8--ENSG00000147996.12--ENSG00000196873.11	217
ENSG00000136682.10--ENSG00000204790.8--ENSG00000196873.11	79
ENSG00000136682.10--ENSG00000215126.6--ENSG00000147996.12	5
ENSG00000136682.10--ENSG00000215126.6--ENSG00000204790.8--ENSG00000147996.12	3
ENSG00000136682.10--ENSG00000215126.6--ENSG00000204790.8--ENSG00000147996.12--ENSG00000196873.11	2
ENSG00000136689.14	3
ENSG00000136699.15	3549
ENSG00000136699.15--ENSG00000152117.13	661
ENSG00000136709.7	4508
ENSG00000136710.5	273
ENSG00000136715.13	1676
ENSG00000136717.10	2775
ENSG00000136718.5	2312
ENSG00000136720.6	942
ENSG00000136731.8	8713
ENSG00000136738.10	1183
ENSG00000136754.12	1907
ENSG00000136758.14	9063
ENSG00000136770.6	1187
ENSG00000136783.9	318
ENSG00000136802.7	1880
ENSG00000136807.7	669
ENSG00000136810.8	6794
ENSG00000136811.12	1779
ENSG00000136813.10	5909
ENSG00000136816.11	1088
ENSG00000136819.10	1739
ENSG00000136824.14	2961
ENSG00000136826.10	132
ENSG00000136827.11	1139
ENSG00000136828.14	46
ENSG00000136830.7	2359
ENSG00000136840.14	84
ENSG00000136842.9	49
ENSG00000136848.12	1116
ENSG00000136854.13	176
ENSG00000136856.13	1508
ENSG00000136859.5	30
ENSG00000136861.13	2446
ENSG00000136866.9	143
ENSG00000136867.6	90
ENSG00000136868.9	2935
ENSG00000136870.6	597
ENSG00000136872.13	7
ENSG00000136874.6	368
ENSG00000136875.8	2379
ENSG00000136877.10	712
ENSG00000136878.8	354
ENSG00000136881.7	17
ENSG00000136883.8	582
ENSG00000136888.6	2997
ENSG00000136891.9	1425
ENSG00000136895.14	38
ENSG00000136897.6	1657
ENSG00000136908.13	761
ENSG00000136925.10	750
ENSG00000136928.4	5
ENSG00000136930.8	5038
ENSG00000136931.5	10
ENSG00000136932.9	226
ENSG00000136933.12	850
ENSG00000136935.9	800
ENSG00000136935.9--ENSG00000173611.13	31
ENSG00000136936.6	259
ENSG00000136937.8	2081
ENSG00000136938.8	479
ENSG00000136940.9	880
ENSG00000136942.10	18810
ENSG00000136943.6	437
ENSG00000136944.13	1
ENSG00000136950.9	890
ENSG00000136960.8	3360
ENSG00000136982.5	752
ENSG00000136986.5	1447
ENSG00000136997.10	2628
ENSG00000136999.4	2
ENSG00000137033.7	1
ENSG00000137038.7	240
ENSG00000137040.8	713
ENSG00000137054.11	2015
ENSG00000137055.10	1348
ENSG00000137070.13	30
ENSG00000137073.16	1619
ENSG00000137074.14	574
ENSG00000137075.13	2165
ENSG00000137076.14	13072
ENSG00000137094.10	324
ENSG00000137098.9	6
ENSG00000137100.11	338
ENSG00000137101.8	11
ENSG00000137103.12	131
ENSG00000137106.13	4574
ENSG00000137106.13--ENSG00000236156.2	11
ENSG00000137124.6	1281
ENSG00000137133.6	521
ENSG00000137135.13	709
ENSG00000137142.4	10
ENSG00000137145.16	1312
ENSG00000137154.8	34603
ENSG00000137161.12	907
ENSG00000137166.10	1240
ENSG00000137168.7	1679
ENSG00000137171.10	397
ENSG00000137177.14	1487
ENSG00000137185.7	118
ENSG00000137193.9	384
ENSG00000137198.5	1
ENSG00000137200.8	1200
ENSG00000137203.6	1
ENSG00000137204.10	32
ENSG00000137207.7	2017
ENSG00000137210.9	1326
ENSG00000137210.9--ENSG00000272162.1--ENSG00000153157.8	44
ENSG00000137216.14	813
ENSG00000137218.6	61
ENSG00000137221.10	866
ENSG00000137251.11	16
ENSG00000137259.2	5039
ENSG00000137261.9	40
ENSG00000137265.10	2
ENSG00000137266.10	1294
ENSG00000137267.5	1279
ENSG00000137267.5--ENSG00000137285.9	2781
ENSG00000137267.5--ENSG00000137285.9--ENSG00000104833.6	1
ENSG00000137267.5--ENSG00000137285.9--ENSG00000188229.5	19
ENSG00000137267.5--ENSG00000137285.9--ENSG00000188229.5--ENSG00000198211.8--ENSG00000258947.2	534
ENSG00000137267.5--ENSG00000137285.9--ENSG00000188229.5--ENSG00000198211.8--ENSG00000258947.2--ENSG00000104833.6	1
ENSG00000137267.5--ENSG00000137285.9--ENSG00000198211.8--ENSG00000258947.2	40
ENSG00000137267.5--ENSG00000216819.1	4
ENSG00000137267.5--ENSG00000216819.1--ENSG00000137285.9	160
ENSG00000137269.10	710
ENSG00000137270.10	4
ENSG00000137273.3	16
ENSG00000137274.8	682
ENSG00000137275.9	746
ENSG00000137285.9	1599
ENSG00000137288.5	1004
ENSG00000137288.5--ENSG00000269490.1	6
ENSG00000137309.15	10533
ENSG00000137310.7	496
ENSG00000137312.10	2918
ENSG00000137331.11	845
ENSG00000137337.10	2379
ENSG00000137338.4	126
ENSG00000137343.13	86
ENSG00000137364.4	760
ENSG00000137404.10	140
ENSG00000137409.14	2187
ENSG00000137411.12	320
ENSG00000137413.11	602
ENSG00000137414.5	1271
ENSG00000137434.7	40
ENSG00000137449.11	233
ENSG00000137460.4	450
ENSG00000137462.6	7
ENSG00000137463.4	8
ENSG00000137474.15	1604
ENSG00000137478.10	269
ENSG00000137486.12	852
ENSG00000137491.10	960
ENSG00000137492.3	1817
ENSG00000137492.3--ENSG00000230665.3	2
ENSG00000137494.9	43
ENSG00000137494.9--ENSG00000241020.1	2
ENSG00000137496.13	64
ENSG00000137497.13	2881
ENSG00000137500.5	614
ENSG00000137501.12	126
ENSG00000137502.5	211
ENSG00000137504.9	1148
ENSG00000137509.6	1040
ENSG00000137513.5	920
ENSG00000137522.13	397
ENSG00000137547.4	795
ENSG00000137558.3	57
ENSG00000137561.4	1
ENSG00000137563.7	1804
ENSG00000137574.6	1486
ENSG00000137575.7	1333
ENSG00000137601.11	392
ENSG00000137628.12	20
ENSG00000137642.8	1648
ENSG00000137648.12	4
ENSG00000137656.7	678
ENSG00000137672.8	24
ENSG00000137691.8	1
ENSG00000137692.7	728
ENSG00000137693.9	2602
ENSG00000137699.12	20
ENSG00000137700.12	683
ENSG00000137710.10	10652
ENSG00000137713.11	1944
ENSG00000137714.2	382
ENSG00000137714.2--ENSG00000181741.7	3
ENSG00000137720.3	278
ENSG00000137745.7	2
ENSG00000137760.10	294
ENSG00000137764.15	145
ENSG00000137766.12	1686
ENSG00000137767.9	29
ENSG00000137770.9	2140
ENSG00000137776.12	3112
ENSG00000137801.9	1605
ENSG00000137802.9	245
ENSG00000137804.8	6288
ENSG00000137806.4	390
ENSG00000137807.9	4086
ENSG00000137809.12	1
ENSG00000137812.15	4733
ENSG00000137814.5	1473
ENSG00000137815.10	1544
ENSG00000137817.12	731
ENSG00000137817.12--ENSG00000273025.1	74
ENSG00000137818.7	21289
ENSG00000137819.9	995
ENSG00000137821.7	95
ENSG00000137822.8	670
ENSG00000137824.11	693
ENSG00000137825.6	597
ENSG00000137831.10	1642
ENSG00000137834.10	844
ENSG00000137841.7	4
ENSG00000137842.2	137
ENSG00000137843.7	10
ENSG00000137843.7--ENSG00000259288.1	20
ENSG00000137845.10	3608
ENSG00000137860.7	1
ENSG00000137868.14	2
ENSG00000137869.9	82
ENSG00000137871.15	650
ENSG00000137872.11	125
ENSG00000137876.5	3274
ENSG00000137877.8	82
ENSG00000137878.12	4
ENSG00000137878.12--ENSG00000255529.3	598
ENSG00000137878.12--ENSG00000263155.1	11
ENSG00000137878.12--ENSG00000263155.1--ENSG00000255529.3	20
ENSG00000137880.4	668
ENSG00000137936.12	505
ENSG00000137941.12	222
ENSG00000137942.12	2940
ENSG00000137944.12	352
ENSG00000137944.12--ENSG00000213516.5	14
ENSG00000137947.7	1160
ENSG00000137948.14	2341
ENSG00000137955.11	5716
ENSG00000137960.5	243
ENSG00000137962.8	2344
ENSG00000137968.12	691
ENSG00000137970.7	76
ENSG00000137970.7--ENSG00000147604.9	4298
ENSG00000137970.7--ENSG00000214485.5	31
ENSG00000137970.7--ENSG00000214485.5--ENSG00000147604.9	686
ENSG00000137970.7--ENSG00000214485.5--ENSG00000231006.1--ENSG00000147604.9	1007
ENSG00000137970.7--ENSG00000214485.5--ENSG00000231006.1--ENSG00000147604.9--ENSG00000227525.3	2
ENSG00000137970.7--ENSG00000241458.1--ENSG00000147604.9	51
ENSG00000137970.7--ENSG00000244363.2	2
ENSG00000137970.7--ENSG00000244363.2--ENSG00000147604.9	45
ENSG00000137970.7--ENSG00000244363.2--ENSG00000214485.5	11
ENSG00000137970.7--ENSG00000244363.2--ENSG00000214485.5--ENSG00000147604.9	204
ENSG00000137970.7--ENSG00000244363.2--ENSG00000214485.5--ENSG00000147604.9--ENSG00000228071.4	1
ENSG00000137970.7--ENSG00000244363.2--ENSG00000214485.5--ENSG00000231006.1--ENSG00000147604.9	76
ENSG00000137992.10	1350
ENSG00000137996.8	1476
ENSG00000138002.10	213
ENSG00000138018.13	4288
ENSG00000138028.10	85
ENSG00000138029.9	2783
ENSG00000138030.8	189
ENSG00000138031.10	100
ENSG00000138032.16	1554
ENSG00000138035.10	3549
ENSG00000138036.14	251
ENSG00000138041.11	3531
ENSG00000138050.10	259
ENSG00000138061.7	17
ENSG00000138069.12	4236
ENSG00000138071.9	3113
ENSG00000138071.9--ENSG00000213985.4	12
ENSG00000138073.9	2710
ENSG00000138074.10	3132
ENSG00000138078.11	1724
ENSG00000138079.9	33
ENSG00000138080.9	13
ENSG00000138081.15	1224
ENSG00000138085.12	2212
ENSG00000138092.6	2027
ENSG00000138095.14	11072
ENSG00000138100.9	3
ENSG00000138101.14	228
ENSG00000138107.7	3848
ENSG00000138109.9	36
ENSG00000138111.10	169
ENSG00000138115.9	9
ENSG00000138119.12	441
ENSG00000138131.3	248
ENSG00000138134.7	417
ENSG00000138136.5	1
ENSG00000138138.9	1602
ENSG00000138152.7	60
ENSG00000138160.4	3726
ENSG00000138161.8	25
ENSG00000138161.8--ENSG00000213185.2	15
ENSG00000138162.13	676
ENSG00000138166.5	4589
ENSG00000138172.6	1
ENSG00000138175.8	380
ENSG00000138180.11	2407
ENSG00000138182.10	3549
ENSG00000138185.12	19
ENSG00000138190.12	1005
ENSG00000138193.10	565
ENSG00000138207.8	17630
ENSG00000138231.8	748
ENSG00000138246.11	3991
ENSG00000138279.11	3484
ENSG00000138286.10	645
ENSG00000138293.15	16012
ENSG00000138297.9	1135
ENSG00000138303.13	949
ENSG00000138308.5	804
ENSG00000138326.14	33341
ENSG00000138326.14--ENSG00000227008.2	1299
ENSG00000138336.8	911
ENSG00000138346.10	1932
ENSG00000138347.11	1
ENSG00000138356.9	307
ENSG00000138363.10	1078
ENSG00000138375.8	488
ENSG00000138376.6	1031
ENSG00000138378.13	13
ENSG00000138380.13	93
ENSG00000138381.5	2200
ENSG00000138382.9	1224
ENSG00000138385.11	6143
ENSG00000138385.11--ENSG00000236852.1	1
ENSG00000138386.12	984
ENSG00000138398.11	2967
ENSG00000138399.13	573
ENSG00000138411.6	359
ENSG00000138413.9	25986
ENSG00000138430.11	6025
ENSG00000138430.11--ENSG00000213671.3	5
ENSG00000138430.11--ENSG00000213790.2	33
ENSG00000138433.11	745
ENSG00000138434.12	3482
ENSG00000138435.10	5
ENSG00000138439.10	621
ENSG00000138442.5	3267
ENSG00000138443.11	2189
ENSG00000138448.7	10660
ENSG00000138449.6	2783
ENSG00000138459.4	1485
ENSG00000138463.8	480
ENSG00000138468.11	602
ENSG00000138495.2	1065
ENSG00000138495.2--ENSG00000205105.5	2
ENSG00000138496.12	242
ENSG00000138587.5	70
ENSG00000138592.9	2228
ENSG00000138593.4	1381
ENSG00000138594.8	2064
ENSG00000138600.5	1448
ENSG00000138604.5	1188
ENSG00000138606.15	472
ENSG00000138613.9	789
ENSG00000138614.10	1259
ENSG00000138615.4	2
ENSG00000138617.10	416
ENSG00000138621.7	189
ENSG00000138622.3	58
ENSG00000138623.5	86
ENSG00000138629.11	1212
ENSG00000138639.13	105
ENSG00000138640.10	2951
ENSG00000138641.11	145
ENSG00000138642.10	34
ENSG00000138646.4	139
ENSG00000138650.7	3
ENSG00000138658.11	883
ENSG00000138660.7	1607
ENSG00000138663.4	1368
ENSG00000138668.14	2328
ENSG00000138669.5	13
ENSG00000138670.12	89
ENSG00000138670.12--ENSG00000251331.2	6
ENSG00000138674.12	11047
ENSG00000138674.12--ENSG00000251022.2	71
ENSG00000138678.6	437
ENSG00000138685.8	50
ENSG00000138686.5	348
ENSG00000138688.11	1446
ENSG00000138696.6	130
ENSG00000138698.10	956
ENSG00000138709.13	698
ENSG00000138722.5	3
ENSG00000138735.11	121
ENSG00000138744.10	542
ENSG00000138750.10	1904
ENSG00000138756.13	1751
ENSG00000138756.13--ENSG00000204113.5	3
ENSG00000138757.10	6849
ENSG00000138758.7	6033
ENSG00000138759.13	3166
ENSG00000138760.4	6752
ENSG00000138764.9	318
ENSG00000138767.8	619
ENSG00000138767.8--ENSG00000230183.3	9
ENSG00000138768.10	5854
ENSG00000138769.6	3
ENSG00000138771.10	1349
ENSG00000138772.8	223
ENSG00000138777.15	1471
ENSG00000138778.7	3427
ENSG00000138780.10	1479
ENSG00000138785.10	301
ENSG00000138792.5	255
ENSG00000138794.5	689
ENSG00000138795.5	17
ENSG00000138796.11	778
ENSG00000138798.7	506
ENSG00000138801.4	2053
ENSG00000138802.7	1411
ENSG00000138814.12	1433
ENSG00000138821.8	1034
ENSG00000138821.8--ENSG00000248161.1	5
ENSG00000138823.8	12755
ENSG00000138834.8	603
ENSG00000138835.18	658
ENSG00000138867.12	4603
ENSG00000138942.11	1418
ENSG00000139044.6	145
ENSG00000139055.2	40
ENSG00000139083.6	256
ENSG00000139112.6	801
ENSG00000139116.13	6215
ENSG00000139117.9	365
ENSG00000139131.8	799
ENSG00000139132.10	485
ENSG00000139133.2	353
ENSG00000139133.2--ENSG00000175548.4	11
ENSG00000139144.5	377
ENSG00000139146.9	6426
ENSG00000139146.9--ENSG00000267742.1	19
ENSG00000139154.10	828
ENSG00000139155.4	1
ENSG00000139160.9	27
ENSG00000139163.11	3258
ENSG00000139168.3	1966
ENSG00000139168.3--ENSG00000224208.1	1
ENSG00000139173.5	477
ENSG00000139174.6	5
ENSG00000139178.6	753
ENSG00000139180.6	1222
ENSG00000139180.6--ENSG00000255639.2	377
ENSG00000139182.9	1810
ENSG00000139187.5	50
ENSG00000139190.12	43
ENSG00000139192.7	69
ENSG00000139194.3	571
ENSG00000139197.6	1114
ENSG00000139209.11	791
ENSG00000139211.5	775
ENSG00000139218.13	6767
ENSG00000139219.13	26057
ENSG00000139220.12	6
ENSG00000139233.2	1058
ENSG00000139233.2--ENSG00000228144.2--ENSG00000155957.12	161
ENSG00000139239.6	136
ENSG00000139263.7	2249
ENSG00000139266.5	24
ENSG00000139269.2	295
ENSG00000139278.5	40
ENSG00000139287.8	16
ENSG00000139289.9	943
ENSG00000139291.9	929
ENSG00000139292.8	495
ENSG00000139304.8	16
ENSG00000139318.7	10686
ENSG00000139323.9	894
ENSG00000139323.9--ENSG00000257594.2--ENSG00000259075.2	14
ENSG00000139324.7	3116
ENSG00000139329.4	720
ENSG00000139343.6	2988
ENSG00000139344.3	152
ENSG00000139350.7	1801
ENSG00000139351.10	3
ENSG00000139352.3	4
ENSG00000139354.6	4806
ENSG00000139370.6	371
ENSG00000139372.10	1752
ENSG00000139405.11	2018
ENSG00000139410.10	181
ENSG00000139428.7	1941
ENSG00000139433.5	753
ENSG00000139436.16	1391
ENSG00000139437.13	609
ENSG00000139438.5	582
ENSG00000139445.13	30
ENSG00000139496.11	4403
ENSG00000139505.10	607
ENSG00000139508.10	37
ENSG00000139514.8	1097
ENSG00000139515.5	4
ENSG00000139517.6	1205
ENSG00000139531.8	926
ENSG00000139537.6	26
ENSG00000139540.7	773
ENSG00000139546.6	1240
ENSG00000139547.6	8
ENSG00000139567.8	10
ENSG00000139579.8	1248
ENSG00000139597.12	118
ENSG00000139597.12--ENSG00000270008.1	7
ENSG00000139613.7	2001
ENSG00000139618.10	2787
ENSG00000139620.8	1009
ENSG00000139624.8	368
ENSG00000139625.8	14
ENSG00000139629.11	13
ENSG00000139631.14	81
ENSG00000139636.11	494
ENSG00000139637.9	1114
ENSG00000139641.8	6686
ENSG00000139644.8	30328
ENSG00000139645.9	3105
ENSG00000139651.9	1141
ENSG00000139668.7	311
ENSG00000139675.10	141
ENSG00000139675.10--ENSG00000214223.3	4
ENSG00000139675.10--ENSG00000215492.5--ENSG00000214223.3	1
ENSG00000139675.10--ENSG00000224578.3	8
ENSG00000139675.10--ENSG00000250299.1	76
ENSG00000139679.11	395
ENSG00000139684.9	2410
ENSG00000139687.9	2304
ENSG00000139697.7	3666
ENSG00000139718.6	587
ENSG00000139719.5	873
ENSG00000139722.2	470
ENSG00000139725.3	1154
ENSG00000139725.3--ENSG00000212694.4	15
ENSG00000139726.6	2686
ENSG00000139726.6--ENSG00000236456.1	1
ENSG00000139734.13	1077
ENSG00000139737.17	72
ENSG00000139746.11	3516
ENSG00000139793.14	1039
ENSG00000139800.8	84
ENSG00000139826.5	375
ENSG00000139835.9	135
ENSG00000139842.10	2329
ENSG00000139865.12	215
ENSG00000139874.5	11
ENSG00000139880.15	168
ENSG00000139890.5	1
ENSG00000139899.6	8
ENSG00000139910.15	176
ENSG00000139914.6	9
ENSG00000139915.14	158
ENSG00000139915.14--ENSG00000272781.1	125
ENSG00000139921.8	1466
ENSG00000139926.11	502
ENSG00000139946.5	6
ENSG00000139970.12	59
ENSG00000139971.11	2
ENSG00000139971.11--ENSG00000257621.3	32
ENSG00000139973.11	6
ENSG00000139974.11	566
ENSG00000139977.9	806
ENSG00000139985.5	1
ENSG00000139990.13	758
ENSG00000139998.10	341
ENSG00000140006.7	462
ENSG00000140009.14	1
ENSG00000140009.14--ENSG00000214770.2	1
ENSG00000140022.5	337
ENSG00000140025.11	280
ENSG00000140043.7	228
ENSG00000140043.7--ENSG00000258653.3	243
ENSG00000140044.8	184
ENSG00000140057.4	54
ENSG00000140092.10	335
ENSG00000140093.5	398
ENSG00000140104.9	26
ENSG00000140105.13	2056
ENSG00000140153.13	551
ENSG00000140157.10	2396
ENSG00000140181.10	115
ENSG00000140181.10--ENSG00000128731.11	2
ENSG00000140181.10--ENSG00000128731.11--ENSG00000206149.6	22
ENSG00000140181.10--ENSG00000206149.6	195
ENSG00000140181.10--ENSG00000206149.6--ENSG00000230267.3	1
ENSG00000140199.7	184
ENSG00000140259.6	1242
ENSG00000140262.13	3273
ENSG00000140263.9	2057
ENSG00000140264.15	8457
ENSG00000140264.15--ENSG00000242028.1	415
ENSG00000140265.8	1044
ENSG00000140274.9	1
ENSG00000140279.8	4
ENSG00000140280.9	20
ENSG00000140284.6	103
ENSG00000140285.5	2
ENSG00000140297.8	624
ENSG00000140299.7	2226
ENSG00000140307.6	1237
ENSG00000140319.6	3616
ENSG00000140320.7	993
ENSG00000140323.4	67
ENSG00000140326.8	559
ENSG00000140332.11	2155
ENSG00000140350.11	5012
ENSG00000140365.11	1132
ENSG00000140367.7	2656
ENSG00000140374.11	6830
ENSG00000140379.7	2
ENSG00000140382.10	2161
ENSG00000140386.8	570
ENSG00000140391.10	8324
ENSG00000140395.4	1746
ENSG00000140396.8	5733
ENSG00000140398.9	15
ENSG00000140400.10	1185
ENSG00000140403.8	40
ENSG00000140406.2	728
ENSG00000140416.15	1125
ENSG00000140443.9	643
ENSG00000140451.8	295
ENSG00000140455.12	2752
ENSG00000140459.13	5
ENSG00000140463.9	671
ENSG00000140464.15	314
ENSG00000140465.9	922
ENSG00000140471.12	323
ENSG00000140474.8	399
ENSG00000140479.12	3084
ENSG00000140497.12	1785
ENSG00000140511.7	2
ENSG00000140519.8	1
ENSG00000140521.7	2497
ENSG00000140525.13	3628
ENSG00000140526.12	2453
ENSG00000140534.9	1831
ENSG00000140543.9	152
ENSG00000140545.10	217
ENSG00000140548.5	1081
ENSG00000140553.12	1208
ENSG00000140564.6	14542
ENSG00000140575.8	5628
ENSG00000140577.11	653
ENSG00000140598.9	969
ENSG00000140598.9--ENSG00000259404.1	19
ENSG00000140612.9	4489
ENSG00000140632.12	2574
ENSG00000140632.12--ENSG00000256599.1	660
ENSG00000140650.7	1053
ENSG00000140650.7--ENSG00000260276.1	730
ENSG00000140675.8	2
ENSG00000140682.14	1
ENSG00000140688.12	1568
ENSG00000140691.12	323
ENSG00000140694.12	1371
ENSG00000140718.14	669
ENSG00000140718.14--ENSG00000214696.3	206
ENSG00000140740.6	3275
ENSG00000140743.3	1463
ENSG00000140743.3--ENSG00000257122.1	10
ENSG00000140749.7	1
ENSG00000140750.12	647
ENSG00000140750.12--ENSG00000256439.1	105
ENSG00000140795.8	103
ENSG00000140807.4	133
ENSG00000140829.7	3209
ENSG00000140830.4	771
ENSG00000140832.5	40
ENSG00000140836.10	1029
ENSG00000140839.7	2
ENSG00000140848.12	573
ENSG00000140853.11	5
ENSG00000140854.8	890
ENSG00000140859.11	1646
ENSG00000140876.7	116
ENSG00000140905.5	2822
ENSG00000140931.15	650
ENSG00000140932.5	1
ENSG00000140939.10	134
ENSG00000140941.8	887
ENSG00000140943.12	3783
ENSG00000140948.7	1178
ENSG00000140950.11	87
ENSG00000140961.8	416
ENSG00000140968.6	152
ENSG00000140983.9	1572
ENSG00000140986.7	1
ENSG00000140987.15	361
ENSG00000140988.11	52461
ENSG00000140988.11--ENSG00000189343.6	3332
ENSG00000140988.11--ENSG00000189343.6--ENSG00000216866.4	1
ENSG00000140988.11--ENSG00000206811.1	4
ENSG00000140988.11--ENSG00000216866.4	15
ENSG00000140988.11--ENSG00000235508.2	3
ENSG00000140988.11--ENSG00000255513.1	13
ENSG00000140990.10	1803
ENSG00000140992.14	1171
ENSG00000140992.14--ENSG00000205918.5	225
ENSG00000140992.14--ENSG00000260565.2	1
ENSG00000140993.6	308
ENSG00000140995.12	1166
ENSG00000141002.14	3439
ENSG00000141002.14--ENSG00000267048.1	1
ENSG00000141012.8	734
ENSG00000141013.10	325
ENSG00000141026.4	394
ENSG00000141027.16	5654
ENSG00000141030.8	4166
ENSG00000141034.5	393
ENSG00000141068.9	342
ENSG00000141068.9--ENSG00000266728.1	21
ENSG00000141076.13	1442
ENSG00000141084.6	544
ENSG00000141086.13	8
ENSG00000141086.13--ENSG00000261884.2	48
ENSG00000141098.8	492
ENSG00000141101.8	2664
ENSG00000141127.10	1088
ENSG00000141140.12	1820
ENSG00000141141.10	2329
ENSG00000141150.3	410
ENSG00000141179.9	1266
ENSG00000141198.9	382
ENSG00000141219.11	953
ENSG00000141232.4	1025
ENSG00000141252.15	923
ENSG00000141255.8--ENSG00000167723.10	1
ENSG00000141258.8	789
ENSG00000141279.11	1294
ENSG00000141294.5	6
ENSG00000141295.9	283
ENSG00000141298.13	1051
ENSG00000141314.8	11
ENSG00000141337.8	178
ENSG00000141337.8--ENSG00000267009.2	19
ENSG00000141338.9	3
ENSG00000141349.4	513
ENSG00000141367.7	21556
ENSG00000141376.16	522
ENSG00000141378.13	632
ENSG00000141380.9	1689
ENSG00000141384.7	111
ENSG00000141385.5	5680
ENSG00000141391.9	156
ENSG00000141391.9--ENSG00000256786.1	27
ENSG00000141401.7	3140
ENSG00000141404.11	637
ENSG00000141424.8	1710
ENSG00000141425.13	3187
ENSG00000141428.12	394
ENSG00000141429.9	4246
ENSG00000141433.8	11
ENSG00000141441.11	206
ENSG00000141446.6	1791
ENSG00000141447.12	523
ENSG00000141448.4	511
ENSG00000141449.10	1349
ENSG00000141452.5	477
ENSG00000141456.10	1926
ENSG00000141458.8	2555
ENSG00000141480.13	946
ENSG00000141485.11	1589
ENSG00000141497.9	24
ENSG00000141499.12	564
ENSG00000141503.11	2938
ENSG00000141504.7	711
ENSG00000141505.7	1892
ENSG00000141506.9	1
ENSG00000141510.11	3641
ENSG00000141519.10	22
ENSG00000141522.7	6120
ENSG00000141524.11	3061
ENSG00000141526.10	2729
ENSG00000141540.6	5
ENSG00000141542.6	21
ENSG00000141543.5	3097
ENSG00000141551.10	1239
ENSG00000141552.13	925
ENSG00000141552.13--ENSG00000183979.7	2
ENSG00000141556.16	718
ENSG00000141560.10	454
ENSG00000141562.13	1019
ENSG00000141564.9	1672
ENSG00000141568.15	3878
ENSG00000141569.6	412
ENSG00000141570.6	569
ENSG00000141574.3	24
ENSG00000141576.10	1004
ENSG00000141577.9	440
ENSG00000141580.11	3351
ENSG00000141582.10	1069
ENSG00000141627.9	628
ENSG00000141639.7	100
ENSG00000141642.4	76
ENSG00000141642.4--ENSG00000267699.2	4
ENSG00000141642.4--ENSG00000267699.2--ENSG00000141646.9	4
ENSG00000141644.13	1254
ENSG00000141646.9	1698
ENSG00000141655.11	19
ENSG00000141664.5	469
ENSG00000141682.11	275
ENSG00000141696.8	744
ENSG00000141698.12	925
ENSG00000141699.6	1588
ENSG00000141720.7	2232
ENSG00000141736.9	3184
ENSG00000141738.9	362
ENSG00000141741.7	519
ENSG00000141744.3	2
ENSG00000141753.5	381
ENSG00000141756.14	2032
ENSG00000141759.10	1685
ENSG00000141837.14	3
ENSG00000141854.3	16
ENSG00000141858.7	1447
ENSG00000141867.13	1118
ENSG00000141873.6	461
ENSG00000141905.13	627
ENSG00000141933.8	72
ENSG00000141956.9	342
ENSG00000141959.12	1753
ENSG00000141965.3	1804
ENSG00000141971.8	470
ENSG00000141979.4--ENSG00000085872.10	16
ENSG00000141979.4--ENSG00000105085.6	116
ENSG00000141979.4--ENSG00000105085.6--ENSG00000268790.1	1
